City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,port macquarie,-31.4333,152.9167,22.26,56,0,1.79,AU,1726630098
279,margate,51.3813,1.3862,16.6,85,76,0.45,GB,1726630101
280,solnechnyy,50.7214,136.6319,12.37,53,94,1.04,RU,1726630102
281,nishinoomote,30.7333,131.0,30.31,84,75,6.69,JP,1726630103
282,guerrero negro,27.9769,-114.0611,18.76,69,19,8.54,MX,1726630104
283,rehoboth,-23.3167,17.0833,10.31,24,0,1.04,NA,1726630105
284,abu jibeha,11.4562,31.2285,22.1,95,100,1.72,SD,1726630106
285,kerikeri,-35.2268,173.9474,15.51,77,47,4.02,NZ,1726630108
286,invercargill,-46.4,168.35,12.79,74,81,3.58,NZ,1726630109
287,sydney,-33.8679,151.2073,26.32,19,0,1.34,AU,1726629330
288,assai,-23.3733,-50.8414,14.92,71,0,6.94,BR,1726630111
289,pangkalanbuun,-2.6833,111.6167,31.97,46,100,2.69,ID,1726630112
290,aldinga beach,-35.2793,138.4604,18.93,53,0,6.22,AU,1726630113
291,anna regina,7.2644,-58.5077,28.07,76,6,3.97,GY,1726630114
292,bom jesus,-9.0744,-44.3586,23.72,36,1,1.52,BR,1726630116
293,qinzhou,21.95,108.6167,30.09,73,91,4.62,CN,1726630117
294,salinopolis,-0.6136,-47.3561,26.45,77,0,6.35,BR,1726630118
295,gunjur,13.2019,-16.7339,24.04,100,40,1.03,GM,1726630119
296,torrevieja,37.9787,-0.6822,23.47,70,15,1.79,ES,1726630120
297,howrah,22.5892,88.3103,31.0,74,40,0.0,IN,1726630121
298,tucuma,-0.1833,-50.05,26.5,79,15,4.55,BR,1726630123
299,tadine,-21.55,167.8833,21.99,47,91,6.18,NC,1726630124
300,exu,-7.5119,-39.7242,21.47,53,0,1.92,BR,1726630125
301,ust-nera,64.5667,143.2,3.73,74,100,3.41,RU,1726630126
302,rabigh,22.7986,39.0349,29.53,67,100,0.23,SA,1726630127
303,happy valley-goose bay,53.3168,-60.3315,15.17,72,20,4.12,CA,1726630088
304,itoman,26.1247,127.6694,29.21,83,100,6.17,JP,1726630129
305,douz,33.4663,9.0203,23.26,58,50,3.83,TN,1726630131
306,honiton,50.7996,-3.189,12.93,92,16,3.63,GB,1726630132
307,bikin,46.8161,134.26,20.89,48,0,3.76,RU,1726630133
308,karasburg,-28.0167,18.75,11.15,49,0,2.37,NA,1726630134
309,farshut,26.0549,32.1633,25.84,39,0,3.03,EG,1726630135
310,fale old settlement,-9.3852,-171.2468,27.89,72,92,5.26,TK,1726630138
311,tual,-5.6667,132.75,27.24,79,100,5.35,ID,1726630139
312,kimovsk,53.9716,38.5319,12.33,66,33,2.9,RU,1726630140
313,pandan,14.0453,124.1694,26.09,88,100,5.75,PH,1726630141
314,kourou,5.1552,-52.6478,26.1,87,4,3.99,GF,1726630142
315,media luna,20.1419,-77.435,27.5,80,87,0.52,CU,1726630143
316,box elder,41.5005,-112.8764,15.74,48,84,3.37,US,1726630145
317,sokoni,-6.4333,39.55,24.73,77,3,4.42,TZ,1726630146
318,tema,5.667,-0.0166,25.23,88,100,3.6,GH,1726630148
319,antonio enes,-16.2325,39.9086,21.61,84,0,2.36,MZ,1726630150
320,muli,2.9167,73.5667,28.81,76,100,6.48,MV,1726630151
321,ak-dovurak,51.1833,90.6,3.84,47,0,0.44,RU,1726630152
322,xining,36.6167,101.7667,21.56,65,94,1.05,CN,1726630153
323,kearney,40.6995,-99.0815,25.95,69,0,9.26,US,1726630154
324,port isabel,26.0734,-97.2086,28.9,93,0,4.63,US,1726629962
325,lure,47.75,6.5,9.65,87,0,0.51,FR,1726630157
326,laojunmiao,39.8333,97.7333,18.17,64,23,2.69,CN,1726630158
327,ingeniero jacobacci,-41.3427,-69.5448,8.87,47,100,0.32,AR,1726630159
328,kavaratti,10.5669,72.642,27.72,77,57,7.6,IN,1726630160
329,tura,25.5198,90.2201,29.72,70,0,0.58,IN,1726630162
330,smithers,54.7804,-127.1743,12.18,82,20,2.06,CA,1726630164
331,taoudenni,22.6783,-3.9836,32.56,36,100,2.71,ML,1726630165
332,nizhneudinsk,54.9076,99.0276,6.6,61,98,4.12,RU,1726630166
333,betio village,1.358,172.9211,30.02,69,65,1.55,KI,1726630167
334,palmwoods,-26.6833,152.9667,24.93,57,6,3.36,AU,1726630168
335,yarmouth,41.7057,-70.2286,18.31,96,100,0.89,US,1726630169
336,kutum,14.2,24.6667,24.57,55,73,2.55,SD,1726630170
337,kuusamo,65.9667,29.1833,10.02,93,75,3.09,FI,1726630172
338,crescent city,41.756,-124.2018,15.27,98,100,3.6,US,1726630124
339,ceeldheer,3.8488,47.1806,24.69,90,30,6.18,SO,1726630174
340,pacific grove,36.6177,-121.9166,15.24,91,75,3.09,US,1726630175
341,kingsford,-33.924,151.2275,26.6,20,0,3.27,AU,1726630176
342,dalnegorsk,44.5604,135.5701,22.77,35,1,4.12,RU,1726630177
343,larne,54.85,-5.8167,10.9,94,52,2.46,GB,1726630179
344,krychaw,53.6945,31.7099,11.97,54,10,2.78,BY,1726630180
345,san patricio,28.017,-97.5169,27.97,75,0,5.0,US,1726630181
346,kargasok,59.0556,80.8572,10.75,89,100,3.64,RU,1726630182
347,guilin,25.2819,110.2864,32.06,58,33,3.88,CN,1726630183
348,washington,47.5001,-120.5015,20.22,51,100,3.12,US,1726630077
349,luis correia,-2.8792,-41.6669,25.03,77,2,7.39,BR,1726630185
350,susuman,62.7833,148.1667,7.8,45,84,4.4,RU,1726630187
351,noyemberyan,41.1724,44.9992,13.05,82,79,0.53,AM,1726630188
352,puerto deseado,-47.7503,-65.8938,5.6,67,100,5.18,AR,1726630189
353,westport,41.1415,-73.3579,18.44,89,95,0.89,US,1726630190
354,pariaman,-0.619,100.12,25.32,86,98,0.44,ID,1726630191
355,qamdo,31.1667,97.2333,14.91,51,6,2.1,CN,1726630192
356,itamaraju,-17.0392,-39.5311,20.54,93,78,0.62,BR,1726630193
357,palikir - national government center,6.9248,158.1611,33.41,52,40,6.69,FM,1726630195
358,pujehun,7.3581,-11.7208,22.98,97,47,0.14,SL,1726630196
359,kurchatov,51.6601,35.6521,14.99,42,100,3.86,RU,1726630197
360,sorsk,54.0033,90.2467,5.2,54,19,1.6,RU,1726630198
361,tulun,54.5611,100.5792,5.91,62,69,4.23,RU,1726630199
362,auki,-8.7676,160.7034,29.62,67,71,0.89,SB,1726630200
363,angicos,-5.6656,-36.6011,23.5,70,40,10.18,BR,1726629953
364,lae,-6.7221,146.9847,27.02,73,65,3.9,PG,1726630203
365,zabaykal'sk,49.6333,117.3167,14.6,39,80,1.44,RU,1726630204
366,mawu,34.4307,104.9176,17.78,78,87,3.1,CN,1726630205
367,yekaterinoslavka,50.3734,129.1139,14.11,28,41,7.2,RU,1726630206
368,okhotsk,59.3833,143.3,10.88,54,100,2.29,RU,1726630207
369,sarankhola,22.3082,89.7897,30.83,68,85,0.92,BD,1726630209
370,ain kercha,35.9247,6.6953,15.45,75,60,1.06,DZ,1726630210
371,trancoso,22.7333,-102.3667,19.98,77,91,1.75,MX,1726630211
372,aoulef,26.9667,1.0833,33.45,24,100,4.63,DZ,1726630212
373,yunguyo,-16.25,-69.0833,6.06,84,37,2.0,PE,1726630213
374,namibe,-15.1961,12.1522,17.69,90,64,2.95,AO,1726630214
375,faya-largeau,17.9257,19.1043,33.64,28,52,3.28,TD,1726630215
376,rabo de peixe,37.8,-25.5833,21.73,78,20,5.66,PT,1726630218
377,sur,22.5667,59.5289,32.71,47,0,2.21,OM,1726630219
378,miagao,10.6442,122.2352,28.64,80,97,6.14,PH,1726630220
379,weno,7.4515,151.8468,30.97,74,100,3.09,FM,1726630221
380,canchungo,12.0672,-16.0333,24.43,93,74,3.28,GW,1726630222
381,labytnangi,66.6572,66.4183,13.55,76,96,6.04,RU,1726630223
382,sayat,38.7839,63.8803,24.03,18,32,1.62,TM,1726630225
383,trairi,-3.2778,-39.2689,25.03,82,5,5.73,BR,1726630226
384,marinette,45.1,-87.6307,17.05,82,0,0.0,US,1726629993
385,rikaze,29.25,88.8833,16.5,33,17,0.68,CN,1726630229
386,richards bay,-28.783,32.0377,22.16,84,97,4.52,ZA,1726630231
387,fort mcmurray,56.7268,-111.381,16.77,59,100,3.6,CA,1726630232
388,avarua,-21.2078,-159.775,26.03,89,87,1.54,CK,1726630234
389,kayenta,36.7278,-110.2546,15.06,19,0,2.85,US,1726630236
390,cao bang,22.6667,106.25,30.43,75,46,1.84,VN,1726630237
391,manicore,-5.8092,-61.3003,28.47,31,0,1.8,BR,1726630238
392,gobo,33.8833,135.15,29.75,75,14,5.24,JP,1726630239
393,chake chake,-5.2459,39.7666,23.93,79,8,2.96,TZ,1726630240
394,albuquerque,35.0845,-106.6511,23.73,49,50,3.13,US,1726629987
395,urangan,-25.3,152.9,20.76,62,54,3.54,AU,1726630243
396,belyy yar,53.6039,91.3903,4.94,75,0,2.0,RU,1726630244
397,el calafate,-50.3408,-72.2768,0.66,78,15,1.43,AR,1726630245
398,maxixe,-23.8597,35.3472,22.09,93,9,3.23,MZ,1726630246
399,igarka,67.4667,86.5833,5.07,63,100,3.27,RU,1726630247
400,khash,28.2211,61.2158,26.76,20,0,0.7,IR,1726630248
401,rakops,-21.0167,24.3333,19.32,11,4,3.99,BW,1726630249
402,ugbokpo,7.6565,7.8664,22.58,96,100,0.29,NG,1726630251
403,geraldton,-28.7667,114.6,22.78,49,0,6.19,AU,1726630252
404,nouadhibou,20.931,-17.0347,21.99,78,25,5.14,MR,1726630253
405,khadan khak,30.7477,67.7085,22.84,24,0,2.8,PK,1726630254
406,sanchor,24.7553,71.7722,29.57,62,4,3.58,IN,1726630255
407,springbok,-29.6643,17.8865,5.48,54,2,1.74,ZA,1726630256
408,lobujya,27.95,86.8167,3.18,54,9,2.52,NP,1726630257
409,fendou,46.65,124.8667,23.25,35,2,4.51,CN,1726630259
410,merowe,18.4833,31.8167,33.11,27,52,3.59,SD,1726630260
411,zaragoza,41.6561,-0.8773,16.68,58,100,2.06,ES,1726630205
412,puerto armuelles,8.2833,-82.8667,27.83,79,77,3.58,PA,1726630251
413,revda,56.801,59.9303,13.11,84,25,3.09,RU,1726630263
414,flying fish cove,-10.4217,105.6791,26.1,67,96,6.9,CX,1726630266
415,madukkur,10.4833,79.4,31.75,49,98,4.53,IN,1726630267
416,nuevitas,21.5453,-77.2644,26.91,90,82,2.85,CU,1726630268
417,mariental,-24.6333,17.9667,12.76,20,0,1.52,NA,1726630269
418,tazovsky,67.4667,78.7,8.84,83,100,5.74,RU,1726630270
419,at taraf,25.3628,49.725,27.3,40,0,2.07,SA,1726630273
420,alaghsas,17.0187,8.0168,30.35,47,5,3.64,NE,1726630274
421,lepsy,46.235,78.9456,9.05,41,100,8.65,KZ,1726630275
422,eyl,7.9803,49.8164,27.43,63,25,8.36,SO,1726630276
423,sierpc,52.8568,19.6691,15.55,54,33,3.66,PL,1726630277
424,molde,62.7375,7.1591,11.91,87,75,2.57,NO,1726630279
425,marsa alam,25.0757,34.8918,29.04,50,4,7.52,EG,1726630280
426,wynyard,-41.0,145.7167,8.44,92,91,0.89,AU,1726630282
427,pemangkat,1.1667,108.9667,27.45,79,100,7.51,ID,1726630284
428,verkhnevilyuysk,63.4453,120.3167,5.43,69,100,3.88,RU,1726630285
429,tarawa,1.419,172.984,30.05,79,40,3.09,KI,1726630286
430,mega,4.05,38.3,14.82,86,92,6.69,ET,1726630287
431,hadibu,12.65,54.0333,25.92,81,85,6.15,YE,1726630289
432,arrifes,37.7667,-25.7,21.14,78,20,5.66,PT,1726630290
433,karratha,-20.7377,116.8463,32.18,24,9,7.02,AU,1726630291
434,pechora,65.1472,57.2244,11.91,93,100,2.78,RU,1726630292
435,medina,24.4686,39.6142,32.24,20,0,4.12,SA,1726630294
436,kulhudhuffushi,6.6221,73.07,28.04,78,73,6.65,MV,1726630295
437,alo,6.5486,4.2686,24.14,90,100,2.84,NG,1726630297
438,howard springs,-12.497,131.047,32.21,63,100,5.42,AU,1726630298
439,al bardiyah,31.7561,25.0865,24.86,57,1,3.15,LY,1726630299
440,ishikawa,26.4233,127.8214,29.18,90,40,8.23,JP,1726630300
441,antsiranana,-12.2787,49.2917,21.42,73,20,4.12,MG,1726630301
442,narvik,68.4384,17.4272,12.99,96,100,7.87,NO,1726630302
443,hakui,36.8833,136.7833,32.92,71,68,2.19,JP,1726630304
444,sabancuy,18.9667,-91.1833,28.74,80,31,3.13,MX,1726630305
445,mineros,-17.1167,-63.2333,23.24,52,5,2.07,BO,1726630306
446,vorkuta,67.5,64.0,9.23,82,71,5.04,RU,1726630307
447,cabinda,-5.55,12.2,24.08,88,100,1.54,AO,1726630308
448,bengkulu,-3.8004,102.2655,27.93,62,100,3.29,ID,1726630309
449,genhe,50.7833,121.5167,14.44,28,34,1.69,CN,1726630311
450,ciudad acuna,29.3232,-100.9522,29.16,58,0,3.09,MX,1726630275
451,kerman,30.2832,57.0788,17.92,36,0,2.06,IR,1726630194
452,santana,-0.0583,-51.1817,29.1,79,75,5.14,BR,1726630314
453,yatou,37.15,122.3833,26.98,87,100,3.36,CN,1726630315
454,ribeira brava,32.65,-17.0667,22.35,63,53,2.42,PT,1726630316
455,puerto baquerizo moreno,-0.9,-89.6,20.95,82,81,6.05,EC,1726630317
456,rotterdam,51.9225,4.4792,14.95,93,57,4.63,NL,1726630160
457,viveiro,43.6623,-7.5934,16.72,88,25,7.07,ES,1726630321
458,kathmandu,27.7167,85.3167,25.12,73,20,1.03,NP,1726629947
459,inyonga,-6.7167,32.0667,18.72,53,13,1.79,TZ,1726630324
460,port alfred,-33.5906,26.891,11.77,94,12,0.89,ZA,1726630326
461,gillette,44.2911,-105.5022,12.51,91,75,3.58,US,1726630327
462,boguchany,58.3814,97.4531,6.04,97,100,2.25,RU,1726630328
463,beau vallon,-20.4189,57.6953,21.13,78,40,3.6,MU,1726630330
464,saint-francois,46.4154,3.9054,9.26,100,20,0.0,FR,1726630331
465,kashin,57.3592,37.6081,12.75,71,29,1.94,RU,1726630333
466,sorong,-0.8833,131.25,29.08,76,100,3.86,ID,1726630334
467,carmen,18.6333,-91.8333,29.02,74,75,2.06,MX,1726630321
468,nova xavantina,-14.6667,-52.35,28.07,31,0,0.99,BR,1726630336
469,emerald,-23.5333,148.1667,26.3,30,3,3.56,AU,1726630337
470,beboto,8.2668,16.939,22.09,96,84,1.34,TD,1726630338
471,capao da canoa,-29.7456,-50.0097,16.58,84,27,6.87,BR,1726630136
472,havre,49.5833,0.3333,13.87,94,16,5.14,FR,1726630341
473,bridlington,54.0831,-0.1919,10.96,85,15,2.98,GB,1726630342
474,eaglehawk,-36.7333,144.25,21.43,28,0,2.24,AU,1726630343
475,wuwei,37.9281,102.6414,22.73,62,26,2.28,CN,1726630344
476,al kharj,24.155,47.3346,27.32,28,0,2.47,SA,1726630345
477,bubaque,11.2833,-15.8333,26.71,83,100,7.84,GW,1726630346
478,beruniy,41.6911,60.7525,11.98,62,7,3.09,UZ,1726630348
479,driefontein,-27.0177,30.4498,13.18,74,61,1.78,ZA,1726630123
480,saint-philippe,-21.3585,55.7679,21.1,82,59,4.35,RE,1726630350
481,severo-yeniseyskiy,60.3725,93.0408,6.51,75,91,2.85,RU,1726630351
482,antofagasta,-23.65,-70.4,12.6,67,18,3.39,CL,1726629867
483,quellon,-43.1167,-73.6167,7.81,93,100,3.39,CL,1726630353
484,jeddah,21.5169,39.2192,30.92,66,40,5.14,SA,1726630354
485,nisa,43.7031,7.2661,18.37,70,75,5.14,FR,1726630356
486,jumla,29.2747,82.1838,19.55,54,95,1.55,NP,1726630357
487,dharampuri,22.1667,75.35,25.65,78,100,4.4,IN,1726630358
488,ust'-ilimsk,58.0006,102.6619,3.09,98,100,3.98,RU,1726630359
489,huarmey,-10.0681,-78.1522,16.95,84,29,2.74,PE,1726630360
490,cheria,35.2731,7.7519,15.39,72,31,1.05,DZ,1726630361
491,urengoy,65.9667,78.3667,11.15,98,100,5.28,RU,1726630363
492,grand falls-windsor,48.9332,-55.6649,16.95,92,100,2.02,CA,1726630364
493,acarau,-2.8856,-40.12,25.08,81,3,7.89,BR,1726630365
494,noshiro,40.2039,140.0242,23.46,50,98,2.94,JP,1726630366
495,shurugwi,-19.6702,30.0059,15.52,43,0,3.66,ZW,1726630367
496,kattivakkam,13.2167,80.3167,32.3,65,2,2.63,IN,1726630368
497,chippewa falls,44.9369,-91.3929,24.1,66,0,4.12,US,1726630369
498,conception bay south,47.4999,-52.9981,17.63,92,72,3.11,CA,1726630371
499,al quwayrah,29.8004,35.3116,16.77,69,0,1.32,JO,1726630372
500,ponta delgada,37.7333,-25.6667,22.4,78,20,5.66,PT,1726630373
501,sarkand,45.41,79.9186,9.9,34,100,2.53,KZ,1726630374
502,bagayevskaya,47.32,40.38,18.32,37,100,7.22,RU,1726630375
503,tubarjal,30.4999,38.216,20.92,51,0,5.57,SA,1726630376
504,freetown,8.484,-13.2299,25.84,89,75,6.17,SL,1726630183
505,landau in der pfalz,49.2075,8.1133,15.72,83,6,4.12,DE,1726630379
506,bang phae,13.6916,99.9298,26.26,87,100,2.46,TH,1726630380
507,dunedin,-45.8742,170.5036,12.24,67,73,1.43,NZ,1726630381
508,kirakira,-10.4544,161.9205,28.36,78,94,4.98,SB,1726630382
509,robertsport,6.7533,-11.3686,25.16,86,35,1.34,LR,1726630383
510,katabu,-4.9333,122.5167,34.94,39,100,0.56,ID,1726630384
511,kwang binh,17.4833,106.6,27.94,84,100,3.96,VN,1726630386
512,tomatlan,19.9333,-105.25,23.7,91,84,0.58,MX,1726630387
513,jatiroto,-7.8833,111.1167,30.38,37,91,5.86,ID,1726630388
514,nikopol,47.5712,34.3964,17.8,61,100,12.28,UA,1726630389
515,tsumeb,-19.2333,17.7167,20.27,10,1,6.1,NA,1726630391
516,belokurikha,51.9959,84.9896,8.81,53,0,2.61,RU,1726630393
517,aweil,8.7682,27.4002,21.45,95,91,1.29,SS,1726630394
518,krasnovishersk,60.4078,57.082,13.53,88,79,0.72,RU,1726630395
519,salekhard,66.53,66.6019,13.91,74,98,7.3,RU,1726630396
520,zaraza,9.3503,-65.3245,24.45,86,4,1.03,VE,1726630397
521,port-vila,-17.7338,168.3219,25.78,47,20,6.17,VU,1726630401
522,mpulungu,-8.7623,31.1141,23.26,48,2,2.61,ZM,1726630402
523,phek,25.6667,94.5,29.32,53,38,0.45,IN,1726630403
524,belen,36.4891,36.2233,19.08,83,40,1.54,TR,1726630405
525,utiel,39.5667,-1.2,14.46,94,17,2.45,ES,1726630406
526,takoradi,4.8845,-1.7554,24.08,88,100,3.58,GH,1726630407
527,fada,7.25,4.0667,22.16,99,100,0.5,NG,1726630408
528,hobyo,5.3505,48.5268,25.79,82,18,8.48,SO,1726630409
529,mangrol,21.1167,70.1167,27.01,72,2,2.87,IN,1726630410
530,sedalia,38.7045,-93.2283,23.84,64,0,3.13,US,1726630260
531,northfield,44.4583,-93.1616,24.08,66,0,4.12,US,1726630413
532,rio grande,-32.035,-52.0986,16.08,86,77,8.23,BR,1726630349
533,kem',64.9555,34.5793,9.06,91,78,3.66,RU,1726630415
534,kaplice,48.7385,14.4963,13.93,97,33,1.75,CZ,1726630416
535,zhongxing,33.7039,118.6792,30.43,66,29,4.44,CN,1726630417
536,san jose de feliciano,-30.3845,-58.7517,15.91,75,16,4.37,AR,1726630418
537,angra do heroismo,38.65,-27.2167,22.34,82,75,3.18,PT,1726630290
538,smara,26.7384,-11.6719,21.86,66,100,2.14,EH,1726630421
539,hojo,33.9766,132.7777,30.96,74,20,3.6,JP,1726630422
540,shingu,33.7333,135.9833,32.46,59,15,5.75,JP,1726630423
541,natal,-5.795,-35.2094,24.36,78,75,5.14,BR,1726630069
542,siirt,37.9326,41.9403,20.54,46,0,1.12,TR,1726630425
543,lagos,6.5833,3.75,23.73,93,100,2.33,NG,1726630297
544,nyurba,63.2842,118.3319,4.81,79,98,3.85,RU,1726630428
545,springfield,37.2153,-93.2982,22.16,81,0,3.6,US,1726629856
546,kilindoni,-7.9139,39.6668,24.97,74,9,4.37,TZ,1726630430
547,crookston,47.7741,-96.6081,24.06,64,0,4.12,US,1726630431
548,khark,29.2614,50.3306,30.01,74,0,2.06,IR,1726630432
549,jamiltepec,16.2833,-97.8167,22.29,100,100,1.48,MX,1726630433
550,tuni,17.35,82.55,31.35,59,8,0.99,IN,1726630435
551,zhezkent,50.9311,81.3615,9.16,47,0,8.08,KZ,1726630436
552,mamedkala,42.1677,48.1199,20.37,55,100,2.58,RU,1726630437
553,juan griego,11.0817,-63.9655,20.07,100,74,2.06,VE,1726630438
554,akrehamn,59.2667,5.1833,11.14,87,65,2.57,NO,1726630439
555,bamboo flat,11.7,92.7167,29.05,84,100,3.6,IN,1726630440
556,ampanihy,-24.7,44.75,20.14,84,93,2.74,MG,1726630441
557,malakal,9.5334,31.6605,22.53,88,100,1.77,SS,1726630443
558,sault ste. marie,46.5168,-84.3333,18.16,72,0,2.06,CA,1726630263
